arm,topo,rate,seed,episode,step,rd,rp,th,r_mean
A2,Abilene.gml,500,1,0,0,0.8344944167076064,0.4689324365239617,0.2601261384646253,0.5763636363636363
A2,Abilene.gml,500,1,0,1,0.776978447728835,0.4387818030931952,0.2598097440977877,0.540909090909091
A2,Abilene.gml,500,1,0,2,0.82630048577755,0.38737691296151655,0.2595193623447965,0.5172727272727273
A2,Abilene.gml,500,1,0,3,0.8261381445525604,0.2949235296633986,0.2592549615662151,0.45454545454545464
A2,Abilene.gml,500,1,0,4,0.7860495475705446,0.3942541567822134,0.2590165127238682,0.5099999999999999
A2,Abilene.gml,500,1,0,5,0.8508418047739621,0.3914010219700796,0.2587543683587617,0.5300000000000001
A2,Abilene.gml,500,1,0,6,0.8843026080720378,0.41052033481229455,0.25850784125532367,0.5509090909090908
A2,Abilene.gml,500,1,0,7,0.809280673524615,0.44811344918079166,0.2582798166512283,0.5590909090909091
A2,Abilene.gml,500,1,0,8,0.8013574038695037,0.44955125368509186,0.258098436272829,0.5572727272727273
A2,Abilene.gml,500,1,0,9,0.8016978248145336,0.32308326496916767,0.25794288387609493,0.46545454545454557
A2,Abilene.gml,500,1,0,10,0.8095315667800705,0.3660797508040368,0.257735248236053,0.4990909090909091
A2,Abilene.gml,500,1,0,11,0.8841357141979013,0.5020656448437955,0.25753578662091176,0.619090909090909
A2,Abilene.gml,500,1,0,12,0.8507596630445522,0.42984278032625267,0.25730582076131053,0.56
A2,Abilene.gml,500,1,0,13,0.802078969509441,0.4600561269407757,0.2572165562765205,0.5636363636363637
A2,Abilene.gml,500,1,0,14,0.8013345512241729,0.4370834256683468,0.2570800275016683,0.5481818181818182
A2,Abilene.gml,500,1,0,15,0.7681620250102206,0.3304828093823484,0.2569571690017691,0.4636363636363636
A2,Abilene.gml,500,1,0,16,0.7768968342096774,0.5632358757846503,0.2567946627151057,0.6281818181818182
A2,Abilene.gml,500,1,0,17,0.8095713790709297,0.4185356367349158,0.25656022791765193,0.5418181818181819
A2,Abilene.gml,500,1,0,18,0.7851636772885123,0.452350995954394,0.25655375002157593,0.5572727272727274
A2,Abilene.gml,500,1,0,19,0.8673661412927358,0.518225401643027,0.2565186768391059,0.6263636363636363
A2,Abilene.gml,500,1,0,20,0.7522385888891289,0.37124410900619087,0.25646390267303776,0.4890909090909092
A2,Abilene.gml,500,1,0,21,0.8758610864253161,0.4830581406227567,0.25644077113385394,0.6036363636363636
A2,Abilene.gml,500,1,0,22,0.8262407952176573,0.3384654108514207,0.2562905803478361,0.48181818181818187
A2,Abilene.gml,500,1,0,23,0.8014614173929125,0.4517705954389109,0.25611134129183244,0.5645454545454545
A2,Abilene.gml,500,1,0,24,0.8508412723983079,0.3832249776947419,0.25619242615271953,0.5254545454545455
A2,Abilene.gml,500,1,0,25,0.7790188353628906,0.4873803729325521,0.25617205269101395,0.58
A2,Abilene.gml,500,1,0,26,0.7767772301881547,0.3548669097258869,0.2561284756936609,0.4872727272727273
A2,Abilene.gml,500,1,0,27,0.7766883135351311,0.2713372145480926,0.25610381460265547,0.4254545454545454
A2,Abilene.gml,500,1,0,28,0.8592248027078775,0.45429091611070155,0.25592850440579185,0.5800000000000001
A2,Abilene.gml,500,1,0,29,0.776805855756126,0.4538986703354395,0.2558066056988104,0.5572727272727273
A2,Abilene.gml,500,1,0,30,0.8923251111397402,0.4620423333983299,0.25589689615269917,0.5981818181818181
A2,Abilene.gml,500,1,0,31,0.8514826081170157,0.4869522737293744,0.2558864679581626,0.5999999999999999
A2,Abilene.gml,500,1,0,32,0.7849929998908943,0.3636035503126754,0.2557759202853918,0.4936363636363636
A2,Abilene.gml,500,1,0,33,0.8428819785032691,0.4691558683436386,0.2556501966740205,0.589090909090909
A2,Abilene.gml,500,1,0,34,0.7606202088170558,0.36128074166701957,0.25574853069119213,0.48363636363636364
A2,Abilene.gml,500,1,0,35,0.7605834542056016,0.4923272439403533,0.2557848517992449,0.5781818181818182
A2,Abilene.gml,500,1,0,36,0.8516670168957617,0.3715728756487419,0.25571942102867834,0.5236363636363636
A2,Abilene.gml,500,1,0,37,0.8257340201006843,0.38220312388038163,0.2559749636292045,0.5190909090909092
A2,Abilene.gml,500,1,0,38,0.8430830941646793,0.4948321973622154,0.2559136354577975,0.6045454545454544
A2,Abilene.gml,500,1,0,39,0.8016089094546978,0.534073980432234,0.25586892198523287,0.6190909090909091
A2,Abilene.gml,500,1,0,40,0.8274400493816486,0.5085531910524789,0.2558811296281774,0.6118181818181818
A2,Abilene.gml,500,1,0,41,0.8014568370388439,0.43682819371572773,0.25607413274016816,0.5536363636363636
A2,Abilene.gml,500,1,0,42,0.7851179008424705,0.32630427468237816,0.25612415780947423,0.46909090909090917
A2,Abilene.gml,500,1,0,43,0.8015608906886509,0.34534363684349445,0.2562691481909519,0.4890909090909092
A2,Abilene.gml,500,1,0,44,0.8347743010630883,0.5066889871798287,0.2566185003521783,0.6154545454545454
A2,Abilene.gml,500,1,0,45,0.8254847277960966,0.4220066505775867,0.2568661391108591,0.5481818181818181
A2,Abilene.gml,500,1,0,46,0.8509538650403187,0.4456232687340155,0.2568893559520464,0.5745454545454546
A2,Abilene.gml,500,1,0,47,0.8346519771921233,0.40105419607482024,0.25691461208234817,0.5427272727272727
A2,Abilene.gml,500,1,0,48,0.7844861115187336,0.4094682850067945,0.25721297196418497,0.5318181818181817
A2,Abilene.gml,500,1,0,49,0.8428135048660725,0.5266194818924416,0.2574056490386016,0.629090909090909
A2,Abilene.gml,500,1,1,0,0.8512460814870717,0.383397961751508,0.25827489990015107,0.5227272727272726
A2,Abilene.gml,500,1,1,1,0.8428189234084147,0.5015415881878477,0.2579552578098737,0.6018181818181817
A2,Abilene.gml,500,1,1,2,0.8507186273189569,0.36175873754343496,0.2576406080595,0.5081818181818183
A2,Abilene.gml,500,1,1,3,0.8758326565571192,0.4343742176442099,0.25734991190952305,0.5663636363636364
A2,Abilene.gml,500,1,1,4,0.7845476707746982,0.37721186512837784,0.257061364630372,0.4981818181818183
A2,Abilene.gml,500,1,1,5,0.8673118838373152,0.4452687895165635,0.2568129251312277,0.5709090909090909
A2,Abilene.gml,500,1,1,6,0.8592388062337986,0.40165308197486543,0.2565795103097501,0.5390909090909092
A2,Abilene.gml,500,1,1,7,0.8264543091605987,0.4030702056671133,0.2563201694246315,0.529090909090909
A2,Abilene.gml,500,1,1,8,0.7532931601067294,0.33301544552014983,0.256052371177036,0.4581818181818182
A2,Abilene.gml,500,1,1,9,0.8346525088609436,0.4564945216813204,0.255810983434452,0.570909090909091
A2,Abilene.gml,500,1,1,10,0.8344920626863022,0.46794326476075265,0.25567438743343973,0.5790909090909091
A2,Abilene.gml,500,1,1,11,0.801011936016664,0.44997867421928794,0.25546080442682845,0.5563636363636365
A2,Abilene.gml,500,1,1,12,0.801520704656695,0.43976380108766866,0.2553275747829193,0.5490909090909091
A2,Abilene.gml,500,1,1,13,0.8099317373556475,0.3504792269967371,0.25515613250558833,0.4881818181818182
A2,Abilene.gml,500,1,1,14,0.8595273101261405,0.6019628983705637,0.2549978394595216,0.6809090909090909
A2,Abilene.gml,500,1,1,15,0.8509780211103929,0.3685331750734798,0.2548078233834298,0.5163636363636364
A2,Abilene.gml,500,1,1,16,0.8840542553788826,0.4935106616899089,0.25474016336546584,0.6145454545454545
A2,Abilene.gml,500,1,1,17,0.7765676595471415,0.33733599441123263,0.2545431064797803,0.4709090909090909
A2,Abilene.gml,500,1,1,18,0.8594578268742011,0.4037270227651014,0.2543949275580237,0.5436363636363637
A2,Abilene.gml,500,1,1,19,0.7751742131228864,0.2699595603854964,0.254332018193571,0.4236363636363636
A2,Abilene.gml,500,1,1,20,0.8178139635455015,0.459216658506681,0.25409455227348554,0.57
A2,Abilene.gml,500,1,1,21,0.851057196729031,0.3702179932669906,0.25393029323203853,0.5172727272727272
A2,Abilene.gml,500,1,1,22,0.8754664177966074,0.48144485872736076,0.2539426892935845,0.6027272727272727
A2,Abilene.gml,500,1,1,23,0.7933937470152542,0.4089066602890513,0.2539278689428454,0.5309090909090909
A2,Abilene.gml,500,1,1,24,0.8760241056671124,0.4773897303629614,0.25398196734838957,0.6018181818181819
A2,Abilene.gml,500,1,1,25,0.8346549579515716,0.4841437490183446,0.25400885436016407,0.5945454545454546
A2,Abilene.gml,500,1,1,26,0.7438484785949651,0.32023812426684745,0.2540286042881414,0.45
A2,Abilene.gml,500,1,1,27,0.8428315312739033,0.4545373443945826,0.2539670072402972,0.5745454545454545
A2,Abilene.gml,500,1,1,28,0.8345397645567346,0.4532330372586296,0.2539984302592067,0.5718181818181819
A2,Abilene.gml,500,1,1,29,0.8014602321334283,0.4186079208803191,0.2540446551074306,0.5409090909090909
A2,Abilene.gml,500,1,1,30,0.8674931436186856,0.5203352936340786,0.25409367775988306,0.631818181818182
A2,Abilene.gml,500,1,1,31,0.7690404294523637,0.42550856886488175,0.2542102591050901,0.5354545454545454
A2,Abilene.gml,500,1,1,32,0.7603747097148303,0.34985316540853706,0.2543021311108842,0.4763636363636364
A2,Abilene.gml,500,1,1,33,0.8345640927566589,0.4852476489357594,0.25433271356461534,0.5972727272727272
A2,Abilene.gml,500,1,1,34,0.8340929353013273,0.48487972240597993,0.25441057953220425,0.5963636363636363
A2,Abilene.gml,500,1,1,35,0.8758189046319665,0.37395577389176277,0.2543179895449619,0.5336363636363636
A2,Abilene.gml,500,1,1,36,0.8098644854620137,0.42536946857921426,0.2545685086160906,0.5499999999999999
A2,Abilene.gml,500,1,1,37,0.785032084482068,0.3055399252730596,0.25471679156516375,0.45363636363636356
A2,Abilene.gml,500,1,1,38,0.809877410797625,0.4245610538938038,0.25485266657048844,0.5518181818181817
A2,Abilene.gml,500,1,1,39,0.8181337855603718,0.5193954593678567,0.2550417990354497,0.6163636363636363
A2,Abilene.gml,500,1,1,40,0.8674480116806911,0.4161941045619823,0.2551243629057597,0.5618181818181818
A2,Abilene.gml,500,1,1,41,0.7775260507319566,0.4124943637858611,0.25533189669459055,0.5336363636363636
A2,Abilene.gml,500,1,1,42,0.8839896752955927,0.4006841797855563,0.2556824708140091,0.5536363636363636
A2,Abilene.gml,500,1,1,43,0.8427962721710052,0.4244952857348681,0.2555262074107103,0.5536363636363636
A2,Abilene.gml,500,1,1,44,0.8010509441667139,0.40470917333779766,0.25557627879604394,0.5309090909090909
A2,Abilene.gml,500,1,1,45,0.801504909537028,0.3674768492662116,0.2558344634291872,0.5009090909090909
A2,Abilene.gml,500,1,1,46,0.8511035838770987,0.5004830030409845,0.2559699345332355,0.6072727272727273
A2,Abilene.gml,500,1,1,47,0.834501920875494,0.25865038839105675,0.25578054559300273,0.43545454545454554
A2,Abilene.gml,500,1,1,48,0.8430197601272446,0.45114495859996767,0.2559576989649509,0.5763636363636363
A2,Abilene.gml,500,1,1,49,0.8016014167432813,0.42229861697430043,0.2559713172083014,0.5481818181818181
A2,Abilene.gml,500,1,2,0,0.8376181018021129,0.4735004136470988,0.2585255234267303,0.58
A2,Abilene.gml,500,1,2,1,0.8347517991889646,0.39539254129878326,0.25818717965526583,0.5245454545454545
A2,Abilene.gml,500,1,2,2,0.8180691902149507,0.5222990544850366,0.25788160211659544,0.61
A2,Abilene.gml,500,1,2,3,0.8016174480284577,0.3875204198026207,0.25758224249022194,0.5118181818181818
A2,Abilene.gml,500,1,2,4,0.8676512676346353,0.47976388731269703,0.25730319855779293,0.5963636363636363
A2,Abilene.gml,500,1,2,5,0.7685170980330374,0.37656027420632115,0.257008505497005,0.49272727272727274
A2,Abilene.gml,500,1,2,6,0.8586986801946419,0.5388687118417788,0.2567305156504766,0.6363636363636364
