arm,topo,rate,seed,episode,step,rd,rp,th,r_mean
pretrain,CERNET.gml,500,2,0,0,0.9422234679694972,0.27327910583627835,0.2696064973182541,0.9404878048780488
pretrain,CERNET.gml,500,2,0,1,0.9339764458610341,0.24644506464161586,0.2695220462837571,0.42658536585365847
pretrain,CERNET.gml,500,2,0,2,0.9369360504854405,0.23508047982944816,0.2694461949472435,0.4360975609756098
pretrain,CERNET.gml,500,2,0,3,0.93455891218009,0.2117232681356647,0.26943365803809105,0.40682926829268284
pretrain,CERNET.gml,500,2,0,4,0.9357458162042672,0.23741657045635317,0.26940153413197604,0.4607317073170732
pretrain,CERNET.gml,500,2,0,5,0.9369213052342997,0.22288976301092728,0.26939086951894725,0.42487804878048785
pretrain,CERNET.gml,500,2,0,6,0.9357488508411645,0.22222784278083468,0.26942743847233364,0.4329268292682927
pretrain,CERNET.gml,500,2,0,7,0.9345658544610284,0.24859588455896642,0.2694711334338179,0.4700000000000001
pretrain,CERNET.gml,500,2,0,8,0.9351495406610387,0.21357221483864697,0.2694903060038391,0.40341463414634143
pretrain,CERNET.gml,500,2,0,9,0.9327734803657454,0.22587901936421284,0.26952629228328057,0.44414634146341464
pretrain,CERNET.gml,500,2,0,10,0.935139236140253,0.22125963969992027,0.26960278881988436,0.4321951219512195
pretrain,CERNET.gml,500,2,0,11,0.9339917426600055,0.22189595423497618,0.26975326053591936,0.43268292682926834
pretrain,CERNET.gml,500,2,0,12,0.9387257666593645,0.24034928578590314,0.26980026014606684,0.461951219512195
pretrain,CERNET.gml,500,2,0,13,0.9345675952180494,0.23089080903053572,0.26982144878143205,0.43341463414634146
pretrain,CERNET.gml,500,2,0,14,0.9375335998441802,0.2048462802107074,0.26990822092094147,0.40707317073170735
pretrain,CERNET.gml,500,2,0,15,0.9368791721359745,0.2556543611400065,0.27005532506044666,0.4953658536585366
pretrain,CERNET.gml,500,2,0,16,0.9363444904829907,0.2337789314555595,0.2702439244400187,0.4292682926829269
pretrain,CERNET.gml,500,2,0,17,0.9422932234554585,0.24649211798768703,0.27044507453916355,0.46463414634146344
pretrain,CERNET.gml,500,2,0,18,0.9339807182394244,0.21018999000922803,0.27054790481879737,0.397560975609756
pretrain,CERNET.gml,500,2,0,19,0.9363470321030505,0.22099284484608547,0.2707225311047751,0.4480487804878049
pretrain,CERNET.gml,500,2,0,20,0.9351551842169151,0.20251253845575545,0.27092886892086526,0.41073170731707326
pretrain,CERNET.gml,500,2,0,21,0.9363435358785822,0.21191413543545123,0.2711800784745783,0.43609756097560975
pretrain,CERNET.gml,500,2,0,22,0.9357393317020963,0.20726213923840892,0.2713845361967334,0.4246341463414634
pretrain,CERNET.gml,500,2,0,23,0.9351527804193466,0.20549674599054488,0.27167923433465846,0.42487804878048785
pretrain,CERNET.gml,500,2,0,24,0.9351549446622465,0.20424661732113034,0.27198409446216,0.425609756097561
pretrain,CERNET.gml,500,2,0,25,0.9345575441611044,0.2078847347644876,0.27233128633640713,0.43
pretrain,CERNET.gml,500,2,0,26,0.934548877268123,0.2035134436736443,0.2726919620580603,0.42195121951219516
pretrain,CERNET.gml,500,2,0,27,0.9327821100377538,0.2039011111047846,0.2729865801500062,0.42560975609756097
pretrain,CERNET.gml,500,2,0,28,0.9345713015954451,0.2060530895711943,0.2733046498036313,0.43
pretrain,CERNET.gml,500,2,0,29,0.9357774925331178,0.20664297751840852,0.27353808200346325,0.4282926829268293
pretrain,CERNET.gml,500,2,0,30,0.9351460449317189,0.18459310324959238,0.27386005265049185,0.39804878048780495
